MMSI,LATITUDE,LONGITUDE,COURSE,TIMESTAMP,PORT OF ORIGIN,PORT OF DESTINATION,VESSEL TYPE
419000001,0.6615848769224467,0.4889823134063417,0.47433690715862653,2023-03-01 00:00:00,Mumbai,Dubai,Cargo
419000001,-0.2553442710484718,-0.21026720331149,-0.27473707795157387,2023-03-01 04:00:00,Mumbai,Dubai,Cargo
419000001,1.3834935541740137,0.7104595044170738,-1.4751761566538182,2023-03-01 08:00:00,Mumbai,Singapore,Cargo
419000001,1.180327785230159,-0.5452543429655993,1.3386530438242423,2023-03-01 12:00:00,Mumbai,Colombo,Cargo
419000001,-1.6599192883845817,-0.39197404121177104,-1.5808147955796157,2023-03-01 16:00:00,Mumbai,Singapore,Cargo
419000001,0.6523821494105199,0.13655766121047908,0.6279931092325137,2023-03-01 20:00:00,Mumbai,Hong Kong,Cargo
419000001,-0.47557346678481965,-1.2343731078756641,0.5415614955659522,2023-03-02 00:00:00,Mumbai,Hong Kong,Cargo
419000001,-0.009524800062594084,1.4352541430049148,0.5127509576770983,2023-03-02 04:00:00,Mumbai,Hong Kong,Cargo
419000001,0.5051082770974554,1.0565525649098748,1.002530101787614,2023-03-02 08:00:00,Mumbai,Colombo,Cargo
419000001,-1.7164543994784072,-1.3240828480394466,-1.1198461893579539,2023-03-02 12:00:00,Mumbai,Dubai,Cargo
419000001,-1.4680214136483967,1.1262414320216647,-1.2350883409133693,2023-03-02 16:00:00,Mumbai,Colombo,Cargo
419000001,0.7129235379459113,0.5735742106328574,0.992926589157996,2023-03-02 20:00:00,Mumbai,Dubai,Cargo
419000001,0.7158508413692576,-1.365300060774123,0.3206807050847392,2023-03-03 00:00:00,Mumbai,Dubai,Cargo
419000001,0.9990108057856936,-1.6386847507484825,1.3098425059353884,2023-03-03 04:00:00,Mumbai,Hong Kong,Cargo
419000001,0.23122609925508147,-0.9240191549445192,-1.3119164419503129,2023-03-03 08:00:00,Mumbai,Colombo,Cargo
419000001,-1.38879657356272,-0.12732246330895622,1.5019127585277476,2023-03-03 12:00:00,Mumbai,Hong Kong,Cargo
419000001,0.34947018429531973,-1.2289284995708663,-0.8413443230990332,2023-03-03 16:00:00,Mumbai,Colombo,Cargo
419000001,-0.1378799662648801,1.2510217096018295,-0.2843405905811918,2023-03-03 20:00:00,Mumbai,Hong Kong,Cargo
419000001,-0.6016226518003384,-1.3965085460066922,-0.9181724241359768,2023-03-04 00:00:00,Mumbai,Singapore,Cargo
419000001,0.2105118830791988,-0.9964178503343225,0.24385260404779563,2023-03-04 04:00:00,Mumbai,Dubai,Cargo
419000001,1.6382238563190605,1.5524391766186663,-0.889361886247123,2023-03-04 08:00:00,Mumbai,Hong Kong,Cargo
419000001,0.9165528660975941,0.6181862284201552,-0.5340319189512587,2023-03-04 12:00:00,Mumbai,Singapore,Cargo
419000001,-0.9711929715194441,0.5688121864692296,-0.17870195165539435,2023-03-04 16:00:00,Mumbai,Dubai,Cargo
419000001,1.640634433698898,1.339488305788932,-0.5148248936920228,2023-03-04 20:00:00,Mumbai,Colombo,Cargo
419000001,-0.4424046587290542,0.8835767882524723,-1.7152639723942669,2023-03-05 00:00:00,Mumbai,Singapore,Cargo
419000001,-0.15698597253534435,-1.4200845305520748,0.5607685208251881,2023-03-05 04:00:00,Mumbai,Colombo,Cargo
419000001,0.3637824879630941,-1.094601614548113,0.5895790587140419,2023-03-05 08:00:00,Mumbai,Dubai,Cargo
419000001,0.48198035608081213,0.1350588472600406,1.1561863038615012,2023-03-05 12:00:00,Mumbai,Colombo,Cargo
419000001,-0.5302425261949594,-1.1841626696335754,0.5127509576770983,2023-03-05 16:00:00,Mumbai,Colombo,Cargo
419000001,-1.3132176579212194,1.641515552529282,-1.2446918535429872,2023-03-05 20:00:00,Mumbai,Singapore,Cargo
419000001,0.3767378210862159,-1.3677935266278172,1.2618249427872987,2023-03-06 00:00:00,Mumbai,Colombo,Cargo
419000001,0.6327034702956027,-0.27047269686457615,-0.6300670452474382,2023-03-06 04:00:00,Mumbai,Colombo,Cargo
419000001,1.5474958674652195,-1.0361588082338884,0.983323076528378,2023-03-06 08:00:00,Mumbai,Singapore,Cargo
419000001,-0.2527971278750241,1.0069478047339668,-0.5340319189512587,2023-03-06 12:00:00,Mumbai,Dubai,Cargo
419000001,0.7052775909820141,-0.08732617724040403,-1.2446918535429872,2023-03-06 16:00:00,Mumbai,Colombo,Cargo
419000001,-0.30296924597444136,-1.6874831934536763,1.6651724732312527,2023-03-06 20:00:00,Mumbai,Dubai,Cargo
419000001,0.6833905769602391,-0.0606278060502645,-0.879758373617505,2023-03-07 00:00:00,Mumbai,Singapore,Cargo
419000001,1.6847642972962822,1.491620827099075,-0.05385628747036095,2023-03-07 04:00:00,Mumbai,Dubai,Cargo
419000001,-0.6036933784266107,-1.3870603783400952,-0.19790897691463025,2023-03-07 08:00:00,Mumbai,Colombo,Cargo
419000001,-0.6845629154618003,1.1620796629688757,-1.6864534345054132,2023-03-07 12:00:00,Mumbai,Hong Kong,Cargo
419000001,-1.0671903845318338,0.7973343157541912,0.36869826823282903,2023-03-07 16:00:00,Mumbai,Hong Kong,Cargo
419000001,-1.1445988648129253,1.3548630264969583,-1.6576428966165593,2023-03-07 20:00:00,Mumbai,Singapore,Cargo
419000001,-0.1622713814941629,-1.673246682655563,1.425084657490804,2023-03-08 00:00:00,Mumbai,Singapore,Cargo
419000001,-0.9074389856254546,0.9007945203221279,-1.3311234672095489,2023-03-08 04:00:00,Mumbai,Colombo,Cargo
419000001,-0.5298891231107309,-0.3722023438427565,-1.5520042576907618,2023-03-08 08:00:00,Mumbai,Dubai,Cargo
419000001,1.2081712223264314,0.6594355708039416,1.2426179175280627,2023-03-08 12:00:00,Mumbai,Singapore,Cargo
419000001,1.213003844442821,-0.8652748768163214,1.645965447972017,2023-03-08 16:00:00,Mumbai,Hong Kong,Cargo
419000001,0.29624427435302736,-0.1166267082035651,1.597947884823927,2023-03-08 20:00:00,Mumbai,Dubai,Cargo
419000001,0.1452403836465404,-0.27443899950559736,1.5307232964166015,2023-03-09 00:00:00,Mumbai,Singapore,Cargo
419000001,1.1183418572442874,-1.2094507543107138,-0.1883054642850123,2023-03-09 04:00:00,Mumbai,Colombo,Cargo
419000001,0.823126225963399,1.3047688018793078,-0.9373794493952127,2023-03-09 08:00:00,Mumbai,Singapore,Cargo
419000001,1.0255358443553548,1.5258577026625186,1.1177722533430294,2023-03-09 12:00:00,Mumbai,Colombo,Cargo
419000001,1.531268167730318,-0.19292095264539894,0.8200633618248728,2023-03-09 16:00:00,Mumbai,Hong Kong,Cargo
419000001,-1.027153672290526,-1.1864325951626213,-1.283105904061459,2023-03-09 20:00:00,Mumbai,Dubai,Cargo
419000001,-1.041577174568875,-0.7018515182827243,-0.7453091968028537,2023-03-10 00:00:00,Mumbai,Colombo,Cargo
419000001,-1.592759150050465,-1.6708355917533078,1.5307232964166015,2023-03-10 04:00:00,Mumbai,Hong Kong,Cargo
419000001,0.9755357366066675,-0.5811561496014669,-0.10187385061845072,2023-03-10 08:00:00,Mumbai,Hong Kong,Cargo
419000001,0.05249066505421069,-0.7112289323603305,0.061385864085054496,2023-03-10 12:00:00,Mumbai,Dubai,Cargo
419000001,-0.2898290451612425,0.04700344222056914,1.002530101787614,2023-03-10 16:00:00,Mumbai,Singapore,Cargo
419000001,1.0700194585326266,1.0729940583292599,-1.705660459764649,2023-03-10 20:00:00,Mumbai,Colombo,Cargo
419000001,0.6952519937518449,1.4872488021868626,1.5595338343054552,2023-03-11 00:00:00,Mumbai,Colombo,Cargo
419000001,-0.04344802119196949,-1.1447970133799799,0.8296668744544908,2023-03-11 04:00:00,Mumbai,Dubai,Cargo
419000001,-0.6316851961688671,-1.6177256235815567,1.0793582028245576,2023-03-11 08:00:00,Mumbai,Dubai,Cargo
419000001,0.20873096783173373,-1.0298740437853817,-0.678084608395528,2023-03-11 12:00:00,Mumbai,Dubai,Cargo
419000001,0.8602279898768853,-0.0038728317285783597,-0.2651335653219559,2023-03-11 16:00:00,Mumbai,Hong Kong,Cargo
419000001,-0.6533803925874027,1.512967902688745,0.9353055133802883,2023-03-11 20:00:00,Mumbai,Colombo,Cargo
419000001,0.6118561632826901,-0.4836966697117337,-0.4091862547662252,2023-03-12 00:00:00,Mumbai,Hong Kong,Cargo
419000001,0.6042143862666888,-1.6282409057642944,-0.6012565073585843,2023-03-12 04:00:00,Mumbai,Colombo,Cargo
419000001,-1.4959020327800794,0.776851664447457,0.3975088061216829,2023-03-12 08:00:00,Mumbai,Singapore,Cargo
419000001,-0.4541406295881063,1.1683145239198305,0.9737195638987601,2023-03-12 12:00:00,Mumbai,Singapore,Cargo
419000001,-0.01687363823886611,-1.3100732956137604,0.9737195638987601,2023-03-12 16:00:00,Mumbai,Dubai,Cargo
419000001,0.6786291914537482,0.29071605943834794,-1.6096253334684696,2023-03-12 20:00:00,Mumbai,Colombo,Cargo
419000001,-0.8084485925103495,0.8551184642616911,-0.4476003052846971,2023-03-13 00:00:00,Mumbai,Colombo,Cargo
419000001,1.186107680510371,1.577015965553308,0.3398877303439752,2023-03-13 04:00:00,Mumbai,Singapore,Cargo
419000001,0.07948134780564792,1.066370565346002,0.8200633618248728,2023-03-13 08:00:00,Mumbai,Singapore,Cargo
419000001,1.3570223774313488,1.191885723198327,-1.3119164419503129,2023-03-13 12:00:00,Mumbai,Hong Kong,Cargo
419000001,-0.6226492665728015,-1.5240413774620833,0.7336317481583112,2023-03-13 16:00:00,Mumbai,Dubai,Cargo
419000001,-0.4088907874848527,0.4265233009535439,0.49354393241786243,2023-03-13 20:00:00,Mumbai,Dubai,Cargo
419000001,1.375541116039722,-0.658989882762291,-0.21711600217386617,2023-03-14 00:00:00,Mumbai,Colombo,Cargo
419000001,0.21121173933449502,-0.9256738318736121,1.3002389933057705,2023-03-14 04:00:00,Mumbai,Hong Kong,Cargo
419000001,-1.1411207807715829,1.643400947683357,-0.025045749581507088,2023-03-14 08:00:00,Mumbai,Singapore,Cargo
419000001,-0.917405508593757,-0.25353114305534075,-0.8509478357286511,2023-03-14 12:00:00,Mumbai,Colombo,Cargo
419000001,-0.6208005896720178,-0.2290004977656953,1.1753933291207372,2023-03-14 16:00:00,Mumbai,Singapore,Cargo
419000001,-0.7676369649516083,0.7723189912896992,-0.6492740705066741,2023-03-14 20:00:00,Mumbai,Colombo,Cargo
419000001,-1.0071261075349338,-0.6528869584555453,1.213807379639209,2023-03-15 00:00:00,Mumbai,Singapore,Cargo
419000001,1.3804533146618039,-0.4815556045839,0.5607685208251881,2023-03-15 04:00:00,Mumbai,Dubai,Cargo
419000001,-1.5590645810640817,-0.36385000229362685,-1.6288323587277054,2023-03-15 08:00:00,Mumbai,Colombo,Cargo
